id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,image_exists
2399,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Black Men's Semi Casual Shoe,images\2399.jpg,True
49584,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,images\49584.jpg,True
35802,Women,Footwear,Shoes,Heels,Mustard,Summer,2012.0,Casual,Enroute Women Mustard Flats,images\35802.jpg,True
16846,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Funky Eyewear Brown Sunglasses,images\16846.jpg,True
31658,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men Printed White Shirt,images\31658.jpg,True
2963,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men's Basket Biz White & Blue Shoe,images\2963.jpg,True
25856,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Diva Women Black Floral Print Kurti,images\25856.jpg,True
20518,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Galaxy Taj Purple Handbag,images\20518.jpg,True
33933,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Women Black Dial Watch,images\33933.jpg,True
25258,Women,Accessories,Bags,Handbags,Off White,Summer,2012.0,Casual,Lino Perros Women Leatherette Off White Handbag,images\25258.jpg,True
39607,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,images\39607.jpg,True
5974,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green Black White Checked Shirt,images\5974.jpg,True
22841,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Shoes,images\22841.jpg,True
19200,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Check Blue Shirt,images\19200.jpg,True
43876,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,Puma Men White 3.0 Mid Shoes,images\43876.jpg,True
29495,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Chronograph Blue Dial Watch,images\29495.jpg,True
46538,Women,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Timex Women Pearly White Dial Watch,images\46538.jpg,True
33759,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Vero Moda Women Viva Yellow Top,images\33759.jpg,True
41379,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Wrangler Women Red Rosy Top,images\41379.jpg,True
54499,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,images\54499.jpg,True
31832,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men Chronograph White Dial Watch,images\31832.jpg,True
26885,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Printed Mauve Top,images\26885.jpg,True
49326,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,DKNY Women Black Dial Watch NY4620,images\49326.jpg,True
7049,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,s.Oliver Men White & Blue Check Shirt,images\7049.jpg,True
12882,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Sports White Shoes,images\12882.jpg,True
13950,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women Printed White Tops,images\13950.jpg,True
14349,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Casual Gold Flats,images\14349.jpg,True
38183,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Miami Blues Women Sunglasses,images\38183.jpg,True
21892,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,BIBA Women Printed Purple Kurta,images\21892.jpg,True
36825,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Purple Kurta,images\36825.jpg,True
54036,Women,Accessories,Bags,Handbags,Charcoal,Summer,2012.0,Casual,Kiara Women Charcoal Handbag,images\54036.jpg,True
18319,Men,Apparel,Topwear,Shirts,Maroon,Summer,2011.0,Casual,Wills Lifestyle Men Check Maroon Shirt,images\18319.jpg,True
30573,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Opium Men Aviator Blue Sunglasses,images\30573.jpg,True
47421,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Handbag,images\47421.jpg,True
51544,Women,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fastrack Women Brown Watch,images\51544.jpg,True
45376,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals,images\45376.jpg,True
15406,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Boston White Sports Shoes,images\15406.jpg,True
25293,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Small Brown Handbag,images\25293.jpg,True
32224,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Striped Blue Kurta,images\32224.jpg,True
40604,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta,images\40604.jpg,True
10174,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors Of Benetton Men Latnam Black Casual Shoes,images\10174.jpg,True
45144,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Women Black Dial Analogue Watch A443,images\45144.jpg,True
57481,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White & Blue Casual Shoes,images\57481.jpg,True
40436,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black & White Printed Top,images\40436.jpg,True
26624,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2012.0,Sports,Puma Women Bodytrain Purple Sports Shoes,images\26624.jpg,True
17163,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Green Check Shirt,images\17163.jpg,True
47613,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Heels,images\47613.jpg,True
18917,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Levis Men Work Western Blue Shirt,images\18917.jpg,True
22284,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc. 5 Women Casual Golden Heels,images\22284.jpg,True
38974,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,Arrow New York Men Black Check Slim Fit Shirt,images\38974.jpg,True
15250,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,ADIDAS Originals Men SL 72 Red Casual Shoes,images\15250.jpg,True
24517,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Mother Earth Women Brown Printed Kurta,images\24517.jpg,True
59943,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Vans Men Black & Red Casual Shoes,images\59943.jpg,True
12075,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,W Women Printed Cream Kurtas,images\12075.jpg,True
9118,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Puma Women Axis Silver Sports Shoes,images\9118.jpg,True
54660,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women White Dial  Watch,images\54660.jpg,True
9924,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Women Black Avenue Shopper Handbag,images\9924.jpg,True
6150,Unisex,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,Puma Unisex Tornado Silver Navy Shoes,images\6150.jpg,True
3610,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Converse Unisex Chuck Taylor Check HI Green Canvas Shoe,images\3610.jpg,True
42537,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Mother Earth Women Black Kurta,images\42537.jpg,True
12247,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Shirts,images\12247.jpg,True
26072,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,images\26072.jpg,True
13395,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Check Purple Shirts,images\13395.jpg,True
35465,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Franco Leone Men Blue Shoes,images\35465.jpg,True
6362,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Numero Uno Men's Dark Blue Shoe,images\6362.jpg,True
23500,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,FILA Men Hostile White Sports Shoes,images\23500.jpg,True
53677,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Kiara Women Blue Handbag,images\53677.jpg,True
20385,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Flare Baby Purple Handbag,images\20385.jpg,True
37332,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8482,images\37332.jpg,True
40260,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt,images\40260.jpg,True
44406,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2012.0,Sports,Force 10 Men Brown Shoes,images\44406.jpg,True
38980,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Check Shirt,images\38980.jpg,True
20143,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Wrangler Men Bull Classic Striped White Shirt,images\20143.jpg,True
21091,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Clarks Men Manly Alpine Brown Casual Shoe,images\21091.jpg,True
39852,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Printed Blue Top,images\39852.jpg,True
33554,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Wrangler Men Exeter Check Navy Blue Shirt,images\33554.jpg,True
11604,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Solid Blue Kurtas,images\11604.jpg,True
19469,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Quiksilver Men Black Shirt,images\19469.jpg,True
12081,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas,images\12081.jpg,True
43623,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Green Top,images\43623.jpg,True
2504,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Numero Uno Men's Casual White Canvas Shoe,images\2504.jpg,True
54694,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012.0,Casual,Shree Women Purple Printed Kurta,images\54694.jpg,True
46351,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Locomotive Men White Shirt,images\46351.jpg,True
8802,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Purple Blue White Shirt,images\8802.jpg,True
34771,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Zoli Black Bag,images\34771.jpg,True
26086,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt,images\26086.jpg,True
27154,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Mark Taylor Men Striped Grey Shirt,images\27154.jpg,True
13361,Women,Footwear,Shoes,Casual Shoes,Tan,Fall,2011.0,Casual,Timberland Women Femmes Tan Casual Shoes,images\13361.jpg,True
53683,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Kiara Women Orange Handbag,images\53683.jpg,True
15096,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Mother Earth Women Stripes Orange Kurtas,images\15096.jpg,True
33766,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,ADIDAS Neo Men Court Evo Blue Shoes,images\33766.jpg,True
25603,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Casual Watch,images\25603.jpg,True
8668,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Oval Sunglasses FTML006GLBK1,images\8668.jpg,True
28578,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Chronograph Watch ADH2637,images\28578.jpg,True
22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta,images\22042.jpg,True
46507,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Empera Men Black Dial Watch NL13,images\46507.jpg,True
36670,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Paridhan Women Green Handbag,images\36670.jpg,True
14520,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue White & Dark Grey Striped Shirt,images\14520.jpg,True
20715,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Smart Casual,Red Tape Men Black Leather Casual Shoes,images\20715.jpg,True
44250,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Hidekraft Women Red Handbag,images\44250.jpg,True
25267,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherette Red Handbag,images\25267.jpg,True
11052,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Check White Shirts,images\11052.jpg,True
41722,Women,Footwear,Shoes,Heels,Teal,Winter,2012.0,Casual,Catwalk Women Teal Heels,images\41722.jpg,True
39638,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes,images\39638.jpg,True
52107,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Myntra Women Orange Printed Kurta,images\52107.jpg,True
36442,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Dozer Black Shoes,images\36442.jpg,True
5345,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Btwin Sport 5 Shoes,images\5345.jpg,True
14712,Men,Apparel,Topwear,Shirts,Off White,Winter,2011.0,Formal,Genesis Off-White Formal Shirt,images\14712.jpg,True
20527,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Modishx Baby Purple Sling Bag,images\20527.jpg,True
24187,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Men All Star Black Shoes,images\24187.jpg,True
33130,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Stilettos,images\33130.jpg,True
9588,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Scullers Men Scul Navy Blue Shirts,images\9588.jpg,True
27702,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,images\27702.jpg,True
13537,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Carlton London Men Casual Brown Casual Shoes,images\13537.jpg,True
16879,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Police Unisex Casual Black Sunglasses,images\16879.jpg,True
7412,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women V Neck Short Sleeve Pink Kurta,images\7412.jpg,True
19831,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Black Shirt,images\19831.jpg,True
46735,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch,images\46735.jpg,True
16045,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Check White Shirt,images\16045.jpg,True
49321,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Watch ADH2643,images\49321.jpg,True
12885,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Max Turbulence White Sports Shoes,images\12885.jpg,True
13957,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Tops,images\13957.jpg,True
34749,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes,images\34749.jpg,True
28316,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,images\28316.jpg,True
57815,Women,Apparel,Topwear,Tops,Brown,Fall,2012.0,Casual,United Colors of Benetton Women Dark Brown Top,images\57815.jpg,True
38184,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Miami Blues Women Sunglasses,images\38184.jpg,True
57029,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Forever New Women Pink Top,images\57029.jpg,True
21895,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,BIBA Women Printed Olive Green Kurta,images\21895.jpg,True
59381,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Printed Kurta,images\59381.jpg,True
15892,Girls,Footwear,Shoes,Casual Shoes,Blue,Spring,2013.0,Casual,Warner Bros Tweety Girls Blue and White Casual Shoes,images\15892.jpg,True
19663,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women White Top,images\19663.jpg,True
46967,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Bulchee Women Black Handbag,images\46967.jpg,True
8234,Women,Accessories,Bags,Handbags,Pink,Winter,2016.0,Casual,Fastrack Women Cross Body Hobo Hand Bag,images\8234.jpg,True
13359,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Timberland Men Juniors Beige Casual Shoes,images\13359.jpg,True
31835,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Men White Dial Watch,images\31835.jpg,True
14518,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey White & Light Brown Striped Shirt,images\14518.jpg,True
39600,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Catwalk Women Black Wedges,images\39600.jpg,True
5973,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Black Checked Shirt,images\5973.jpg,True
8650,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Sport Black Sunglasses,images\8650.jpg,True
22846,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes,images\22846.jpg,True
43871,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Driving Power Lo Shoes,images\43871.jpg,True
29492,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Women Chronograph White Dial Watch,images\29492.jpg,True
16841,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Women Funky Eyewear Brown Sunglasses,images\16841.jpg,True
8462,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women Jealous Cailyn White Top White Tops,images\8462.jpg,True
19035,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Flats,images\19035.jpg,True
2964,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Match Classic White & Green Shoe,images\2964.jpg,True
45188,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A637,images\45188.jpg,True
25851,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Diva Women Printed Maroon Kurta,images\25851.jpg,True
11258,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Sports,Puma Women Black Essential Racerback Tank Top,images\11258.jpg,True
33108,Women,Footwear,Shoes,Heels,Yellow,Winter,2015.0,Casual,Catwalk Women Yellow Flats,images\33108.jpg,True
4069,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Crocs Men's Tideline Canvas Chocolate Shoe,images\4069.jpg,True
4855,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2012.0,Casual,Newfeel Unisex Pink Grey Shoes,images\4855.jpg,True
5987,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Black Striped Slim Fit Shirt,images\5987.jpg,True
24379,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Folklore Women Green Printed Kurta,images\24379.jpg,True
18321,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wills Lifestyle Men Check Purple Shirt,images\18321.jpg,True
49583,Women,Footwear,Shoes,Heels,Orange,Winter,2015.0,Casual,Catwalk Women Orange Flats,images\49583.jpg,True
43885,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Women Black Karmin Lace Shoes,images\43885.jpg,True
47419,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Baggit Women Black Handbag,images\47419.jpg,True
35039,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Printed Pink Kurta,images\35039.jpg,True
29466,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Giordano Men Silver Dial Watch,images\29466.jpg,True
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Khadi Kurta,images\30779.jpg,True
12429,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Casual Brown Casual Shoes,images\12429.jpg,True
28786,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Denizen Men Striped Grey Shirt,images\28786.jpg,True
16089,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,M tv Men My Fab Eyewear Black Sunglasses,images\16089.jpg,True
32812,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,iPanema Women Ritmos Black Flats,images\32812.jpg,True
5389,Unisex,Footwear,Shoes,Sports Shoes,Yellow,,2011.0,Sports,Kalenji Kapteren 200 Yellow Fw,images\5389.jpg,True
45940,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch,images\45940.jpg,True
1729,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,2011.0,Casual,Newfeel Unisex White Shoes,images\1729.jpg,True
54658,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women White Dial Watch,images\54658.jpg,True
6954,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,s.Oliver Women Striped Pink Top,images\6954.jpg,True
48207,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses,images\48207.jpg,True
9120,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Cell Turin Perf Black Sports Shoes,images\9120.jpg,True
56933,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,HM Women Purple Flats,images\56933.jpg,True
15268,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,2011.0,Casual,ADIDAS Originals Women Rekapi Purple Casual Shoes,images\15268.jpg,True
59147,Women,Footwear,Shoes,Heels,Beige,Fall,2012.0,Casual,Tiptopp Women Beige Sandals,images\59147.jpg,True
38170,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Miami Blues Women Sunglasses,images\38170.jpg,True
59375,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta,images\59375.jpg,True
38342,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mr. Men Little Miss Girls White Top,images\38342.jpg,True
40258,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Shirt,images\40258.jpg,True
15866,Unisex,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Brown Casual Shoes,images\15866.jpg,True
39290,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,images\39290.jpg,True
19697,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirt,images\19697.jpg,True
51924,Women,Accessories,Bags,Handbags,Off White,Summer,2016.0,Casual,Nyk Women Off White Sling Bag,images\51924.jpg,True
48035,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,images\48035.jpg,True
18745,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Cola Purple Top,images\18745.jpg,True
26876,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,images\26876.jpg,True
36445,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Spinn Men Orbit Black Sports Shoes,images\36445.jpg,True
52100,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Myntra Women Red Printed Kurta,images\52100.jpg,True
14715,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Formal Shirt White Shirts,images\14715.jpg,True
5342,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Fila Men's Fitness Hiker Olive Black Yellow Shoe,images\5342.jpg,True
41517,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Basics Men Sunglasses,images\41517.jpg,True
33137,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,images\33137.jpg,True
24180,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex Chuck Taylor All Stars New York Black Casual Shoes,images\24180.jpg,True
2167,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Blue & White Shirt,images\2167.jpg,True
43240,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Swift Sports Shoes,images\43240.jpg,True
31660,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black Shirt,images\31660.jpg,True
17190,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt,images\17190.jpg,True
22277,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc.5 Women Gold Casual Heels,images\22277.jpg,True
16042,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,images\16042.jpg,True
7415,Women,Apparel,Topwear,Kurtas,Black,Summer,2011.0,Ethnic,W Women Sqaure Neck Yarn Dyed Short Sleeve Black Kurta,images\7415.jpg,True
19836,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Blue & WIne Check Shirt,images\19836.jpg,True
13702,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men Dirk White Sports Shoes,images\13702.jpg,True
27537,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Scullers Men Check Green & Blue Shirt,images\27537.jpg,True
23197,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,images\23197.jpg,True
46500,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Timex Men Silver Dial Watch,images\46500.jpg,True
